Pathway Name	Organism	Gene Ontology	Url to WikiPathways	Last Changed	Last Revision	Author	Count	Entrez	Ensembl	SwissProt	UniGene	RefSeq	MOD	PubChem	CAS	ChEBI
Fatty Acid Elongation, Unsaturated	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP16	20081114112941	20707	M.Braymer, MaintBot	4						S000006152,S000001538,S000000863		2646-71-1	
Glycogen Metabolism	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP160	20081114113034	21017	Kdahlquist, MaintBot, M.Ramirez	17	24701,24645,29353,64561,140671,24672,24675,117104,309179,25623,81675,361575,,84027,24178,289827								
Small Ligand GPCRs	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP161	20081114113034	21019	Nsalomonis, MaintBot, M.Ramirez	18	25248,57302,29733,116744,29736,29415,114211,192646,58949,25637,81752,24929,84023,25652,24816,314649		PI2R RAT						
Phenylalanine, Tyrosine, Tryptophan biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP162	20081114113034	21021	J.Heckman, MaintBot	22						S000006264,S000000370,S000001179,S000003170,S000005260,S000000892,S000001694,S000002762,S000002414,S000002994		55508-12-8,126-49-8,60-18-4,2646-71-1,56-86-0,63-91-2,56-85-9,97-55-2,2466-09-3,73-22-3,56-45-1,591-57-1	
Cytoplasmic Ribosomal Proteins	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP163	20081114113034	21023	Kdahlquist, MaintBot, M.Braymer	82	20084,27367,20005,19896,11837,56040,22121,26451,19983,19989,19988,27176,110954,270106,19921,19933,19934,19943,19944,19951,19952,57808,54217,27050,16898,20103,20055,20091,20042,27370,26961,19941,19946,19981,67945,19982,20102,20104,20115,20116,27207,20054,54127,20090,14109,67186,269261,66480,319195,67025,19899,76808,268449,68193,19942,114641,68436,66489,67281,67671,67891,67248,67097,68052,20044,16785,267019,20068,20088,20085,67427,66481,66475,75617,57294,78294,20111,20112,110651,58988								
Glutathione metabolism	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP164	20081114113035	21025	169.230.76.4, MaintBot	38	16790,14778,14381,15926,14782,14854,14629,75475,14775,14776,14779,68312,14863,14871,14872,14864,14630,14598,24421,14858,23887								
Tryptophan Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP165	20081114113035	21027	M.Braymer, MaintBot	13						S000000892,S000001694,S000002762,S000002414,S000002994		55508-12-8,56-85-9,56-86-0,97-55-2,2466-09-3,56-45-1,591-57-1,73-22-3	
Apoptosis Modulation by HSP70	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP166	20081114113035	21029	I.Reyes, MaintBot	18	26401,12370,12367,14082,12122,12366,12368,12369,193740,14102,26926,13063,11783,12371,18033,21937,19766,26414								
Eicosanoid Synthesis	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP167	20081114113035	21031	A.Kwa, MaintBot, Khanspers	35	5320,8398,241,240,246,1800,5740,239,247,5742,5743,6916,4056,2678,50640,4048,9536,80142,5730							70608-72-9	
Apoptosis Mechanisms	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP168	20081114113035	21033	169.230.76.4, MaintBot	86	71609,22035,21937,21926,21938,22029,22030,26401,26398,26414,14082,19766,11797,11796,11798,12368,12369,12367,12366,12043,16151,12048,14939,18646,14103,12018,12122,12028,17869,22059,17246,11783,12371,13063,13067,18035,16476,12125,12123,12177,,13368,13347,15201,12015,12362,12363,12370,22031,85030,16992,21933,94185,16150,12675,18036,18037,18033,19697,11799,22062,22061,16362,16363,54131,16364,27056,54139,54123,51800,58801,170770,12050,12905,12633,66593,12578,17210,14102,18708,11651,16001,16002,16000								
Fatty Acid Beta Oxidation 3	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP169	20081114113036	21035	Nsalomonis, MaintBot, Evelo, C.Redfern	8	140547,113965,25014,170670,171155,64304,364975,298942								
daf-2 or insuling signaling pathway	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP17	20090525160756	29668	MartijnVanIersel, MaintBot	9						Y55D5A.5,B0334.8,T07A9.6,C12D8.10,F28H6.1,W10G6.2,R13H8.1,H42K12.1			
Nuclear Receptors	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP170	20081114113036	21037	E.Tuninsky, MaintBot, Thomas	38	7067,7068,5914,5915,5916,5465,5467,5468,9975,190,4919,6095,6097,7376,10062,7421,3172,6256,6257,6258,7182,7025,7026,2063,7101,2099,2100,2101,2103,2908,5241,367,3164,4929,2516,2494,8856,9970								
NAD Salvage Pathway	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP171	20081114113036	21039	M.Braymer, MaintBot	16						S000003035,S000003005,S000003242,S000004320,S000001116,S000005735		3615-55-2,98-92-0,20762-30-5,1927-31-7,2466-09-3,56-85-9,56-86-0,58-64-0,14265-44-2,97-55-2	
m-cresol degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP172	20081114113036	21041	J.Heckman, MaintBot	10						S000000704,S000002402,S000001838,S000003916,S000005275,S000005525		95-48-7,53-84-9,620-24-6,2646-71-1	
Oxidative Stress	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP173	20081114113037	21043	N.Reyes, MaintBot, I.Reyes	29	29253,81524,81736,24790,24451,24404,64317,24314,113992,24248,79462,58819,50551,25283,116686,24567,29487,171341,24296,29289,79129,314322,24517,24787,24786,25352,81649,25272								
Hexaprenyl Diphosphate Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP174	20081114113037	21045	M.Braymer, MaintBot	6						S000000871,S000005500,S000003703,S000000207		2466-09-3,6699-20-3	
Acetylcholine Synthesis	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP175	20081114113037	21047	A.Kwa, MaintBot	7	18597,18598,18618,12647,11423,12660,13026								
Folic Acid Network	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP176	20090706130628	30153	Egoyenechea, MartijnVanIersel, MaintBot, Thomas	106	4524,875,4513,847,58515,6647,9415,6415,4548,7295,7498,240,5730,4512,8564,342184,55163,9536,5740,6947,2876,51734,2877,2878,2879,114112,10587,7296,257202	ENSG00000104687					703,65359,7847104		
Eukaryotic Transcription Initiation	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP177	20081114113038	21051	Nsalomonis, MaintBot	36	37476,34430,47900,40134,40934,,53573,41406,35297,39313,42822,41290,38527,31441,36598,33294,39688,39202,37414,33210,36289,32100,48312,34796,36160,40325,39310,3772344,36617,41741,261631,40415,35043,41721,40429,36130								
Isoleucine Degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP178	20081114113039	21053	J.Heckman, MaintBot	8						S000001251,S000003909,S000004034,S000004124,S000003319,S000002788,S000002238		56-86-0	
Cell cycle	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP179	20090318211148	28966	Nsalomonis, MaintBot, Susan, IlianaSach, BruceConklin, Dmitriev200	94	23594,23595,5001,5000,4998,4176,4175,4174,4173,4172,701,472,25,10459,699,9184,2033,7465,9232,10744,26255,5925,994,995,1017,1019,1021,902,8379,2932,4999,896,894,1029,1026,898,8900,890,5111,7532,1647,993,3065,3066,8841,10014,10013,51564,55869,4171,7157,5591,1111,11200,219972,4085,983,891,9133,85417,7027,5933,8317,10926,8318,990,1027,9088,6502,8556,8555,999,11138,9700,8243,4193,1869,1870,1871,1875,1874,1876,23665,5347,4088,7040,4089,9759,9134,991		A1AU HUMAN,						
Heme Biosynthesis	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP18	20081114112943	20713	Kdahlquist, MaintBot, M.Braymer	9	17025,15288,22276,22275,12892,19044,14151,11655,11656								
Leucine Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP180	20081114113039	21057	M.Braymer, MaintBot	11						S000005634,S000005048,S000002977,S000000523,S000003909,S000001251		72-89-9,64885-97-8,53-84-9,61-90-5,56-86-0	
P-cymene Degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP181	20081114113039	21059	M.Braymer, MaintBot	13						S000005275,S000005525,S000002402,S000003916,S000000704,S000001838		99-87-6,122-03-2,53-84-9,536-60-7,75-07-0,64885-97-8,72-89-9	
IL-4 Signaling Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP182	20090127235616	28141	A.Pandey, MaintBot, Khanspers	59	140924,25084,287287,361597,54259,116689,25622,84598,25467,252963,24514, ,25513,29741,25522,362896,64513,29376,25326,81504,313845,60628,25372,25614,85385,25738,54244,170915,81649,81647,500985,24918,500616,116590,50689,290361,25676,81736,309165,64639,366508,24888,252971,83840,117062,24356,89829,25124,83805,314436,24185,170538,313834,84006,366126,313050,25150,498798								
Proteasome Degradation	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP183	20090523121301	29614	Nsalomonis, MaintBot, Fdennissen, Thomas, MartijnVanIersel	66	3014,3015,7317,7318,7320,7321,7322,7323,5700,4734,5706,5707,5708,5709,5710,5705,5701,5702,5704,5682,5683,5689,5684,5685,5691,5694,5695,5693,5692,5720,5721,3458,5698,5699,5696,10197,5713,9861,5714,5715,5716,5717,5718,5719,5687,5688,5686,5690,3105,3106,3107,3133,3134,3135,6185,6184,7316,5711,3136,3137,8335	ENSG00000170315,ENSG00000118939,ENSG00000154277	P62988					1927-31-7	
Integrin-mediated cell adhesion	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP185	20081114113040	21067	169.230.76.4, MaintBot, MartijnVanIersel	101	998,6464,53358,369,673,5894,5596,5598,826,85366,8874,5879,5880,5881,5170,7410,10451,9475,6093,10580,6654,9815,5296,7791,857,858,859,2534,2885,6414,3265,5747,6010,1445,9564,6714,207,208,824,825,726,23473,10753,11132,11131,827,5062,5063,10298,56924,7094,5606,5607,5608,6300,10000,1793,1398,2889,5906,5908,5594,5597,5604,5605,823,3673,3675,3676,3678,3655,8516,3680,8515,22801,3674,3682,3681,3683,3684,3685,3687,3688,3689,3690,3691,3693,3694,3695,3696,7414,7145,5602,5829,3611,5058,7408,3679,3672								
Homologous recombination	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP186	20090523120911	29610	Thomas, AlexanderPico, MaintBot, MartijnVanIersel	13		ENSG00000149311,ENSG00000113522,ENSG00000132383,ENSG00000020922,ENSG00000104320,ENSG00000051180,ENSG00000139618,ENSG00000002016,ENSG00000062822,ENSG00000197275,ENSG00000106628,ENSG00000077514,ENSG00000175482							
Fatty Acid Beta Oxidation 2	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP187	20081114113043	21073	Nsalomonis, MaintBot, Evelo, C.Redfern	6	38864,36536, ,37784,42364,34276								
Focal Adhesion	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP188	20081114113043	21075	169.230.76.4, MaintBot	185	Thbs4,Tnr,Vtn,Vwf,Lamc1,Col5a3,Egf,Figf,Hgf,Igf1,Pdgfa,Pgf,Pelo,Itga7,Itgam,Itgb1,Itgb2,Itgb4,Itgb6,Itgb7,Rap1a,Rap1b,Shc1,Shc3,Zyx,Cav,Cav3,Fyn,Grb2,Src,Ilk,Cav2,Actn1,Chad,Col2a1,Col3a1,Col4a1,Col4a4,Col5a1,Col1a1,Col1a2,Fn1,Ibsp,Lamc2,Reln,Spp1,Blk,Egfr,Erbb2,Fgr,Flt1,Hck,Igf1r,Met,Pdgfra,Pdgfrb,Srms,Txk,Tesk2,Tnk2,Araf,Mapk7,Map2k5,Map2k6,Mapk12,Mapk1,Mapk6,Map2k2,Map2k3,Map2k1,Ptk2,Arhgap5,Rhob,Pxn,Capn1,Rhoa,Pdpk1,Akt1,Akt2,Rock1,Rock2,Pip5k1c,Mylk2,Actb,Actg1,Gsk3b,Pik3r1,Pik3r2,Pik3cb,Pten,Rac1,Rac2,Pak1,Pak3,Pak2,Pdgfc,Vegfa,Vegfb,Vegfc,Bcar1,Crk,Rapgef1,Cdc42,Bad,Bcl2,Birc2,Birc3,Birc4,Mapk9,Jun,Ccnd1,Ccnd2,Col11a1,294279,306628,Col5a2,Col6a2,Comp,316758,309368,Lama3,294569,Lama5,298941,Lamb2,Lamb3,Thbs1,Thbs2,295242,Tnc,,Tnxb,304913,311862,Pdgfd,Pdgfb,Kdr,366275,303247,362800,Itgb5,Itgb3,Itgae,296456,Itgal,Itgad,Itga8,Itga9,310683,315744,Itga2b,Itga6,315346,311144,360606,Itga2,316639,Flna,Tln1,Pik3ca,366508,298947,363131,Mapk8,Ccnd3,84353,362816,307483,Sos1,362973,305679,361517,309077,24703,Braf,Sepp1,Mapk4,Elk1,Vav1,Akt3,Ppp1r12a,288057,292756,296078,311450								
GPCRs, Class A Rhodopsin-like	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP189	20081114113044	21077	Nsalomonis, MaintBot, BruceConklin	231	12669,243764,12671,12672,11549,11548,11550,11552,11553,11551,11554,11555,11556,13490,13491,15465,15466,15551,15552,15550,15557,15558,15559,15560,15562,15563,15564,15565,15566,11607,11608,11609,18101,14829,12209,12062,12061,12267,12273,14289,14288,14293,14294,14291,14290,23796,12765,12768,12770,12772,12771,12773,12774,12458,12776,12769,59289,54199,12766,12767,12145,13051,12425,12426,17199,17200,MC4R,17201,17203,18166,18167,19065,18168,18169,14608,18216,18217,18386,18387,18390,18389,20605,20606,20607,20608,20609,14062,54140,26361,11998,18430,14427,14429,14428,14065,14063,14064,14763,171469,14762,14747,14764,76854,14767,14309,16867,22095,212541,14539,12057,57811,30044,20132,13603,18316,404334,57251,29849,29847,29846,29845,54393,56015,258173,18314,258597,258776,259036,18312,194433,259035,258594,56014,258607,258242,258269,258498,258433,257959,258811,258430,258323,406175,258742,258434,258501,258276,258497,258802,258605,258826,18343,258604,56861,258333,80706,258740,258328,258499,258431,258416,258310,258794,258882,258475,258883,258415,258868,406176,18348,56858,18317,233670,259037,18313,258350,66786,259034,258589,19216,19217,19214,19218,19219,19220,19222,21390,11540,11541,11542,18442,18441,233571,57385,64095,16995,84112,12802,12801,19204,170732,22045,14765,17773,84111,70839,74191,140795,14761,17171,12778,21462,14760,14748,14738,81006,93690,58861,14744,23890,80885,13618,12000,18429,258500,258603		Q9EPG0_MOUSE,Q9EPV1,Q9EQ94,Q9EQ95,Q9EPF6						
TCA Cycle	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP19	20081114112943	20715	Kdahlquist, MaintBot, N.Fidelman	16	322339,322670,,393938,406405,406702,324201,406428,445129,399479,406299,368262,393926,415247,58068,550408								
Cell cycle	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP190	20081114113044	21079	Nsalomonis, MaintBot, BruceConklin	88	208727,26428,17220,17219,17218,17217,17215,12236,11920,11350,12235,12237,22390,19645,12566,12567,12571,66671,56637,21803,18393,17127,17128,12445,12444,12578,12576,12447,12427,12428,18538,22628,13197,12530,15181,15182,15184,17216,22059,19090,12649,268697,12442,12534,21781,19650,12544,12575,17246,13555,13557,13559,50496,105988,140557,27401,328572,50883,245000,209091,23834,12448,27214,54610,12550,107995,30939,17476,17120,56150,71890,12531,12545,26429,18392,50793,56452,15183,404565,15185,56233,242705,104394,18817,12532,268930								
Superpathway of Glutamate Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP191	20081114113044	21081	M.Braymer, MaintBot	14						S000006239,S000004954,S000004164,S000002224,S000002330,S000005902,S000000058		1927-31-7,56-86-0,14265-44-2,58-64-0,56-85-9,2646-71-1,53-84-9	
DNA Replication	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP192	20081114113044	21083	Kdahlquist, MaintBot, D.Koren	25	 ,176544,176358,173122,177673,173368,174676,176486,176718,176385,175552,171793,180010,174841,178831,176562,176439,176131,178259,176946,179967,175481,179652,172029,175840								
Signaling of Hepatocyte Growth Factor Receptor	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP193	20081114113044	21085	169.230.76.4, MaintBot	34	16412,109700,19229,19303,14083,20779,19211,218397,18706,14388,19247,14784,20848,20663,12929,12928,330662,107746,109905,215449,293621,26419,26411,13712,110157,26395,26396,26413,26417,16476,14281,18479,17295,15234								
Phenylalanine Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP194	20081114113045	21087	M.Braymer, MaintBot	7						S000006264,S000005260,S000001179,S000003170		55508-12-8,126-49-8,56-86-0	
IL-1 Signaling Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP195	20081114113045	21089	A.Pandey, MaintBot, Thripsi	39	3553,3557,3556,3554,3552,7850,4615,3654,51135,7189,140885,3656					IRAK4,IRAK3,TOLLIP,PELI1,MAP3K7,MAP3K7IP2,MAP3K7IP1,MAPK8,MAP3K14,CHUK,IKBKAP,SQSTM1,PRKCZ,PTPN11,CAPN1,CAPNS1,CASP1,MAPK1,AKT1,NFKBIA,NFKBIB,MAP2K1,MAPK3,RELA,NFKB1,PLCG1			
Glutathione Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP196	20081114113045	21091	M.Braymer, MaintBot	8						S000003637,S000005409		56-86-0,52-90-4,1927-31-7,58-64-0,14265-44-2,56-40-6	
Cholesterol Biosynthesis	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP197	20081114113045	21093	M.Lieberman, MaintBot, Pahles, N.Mantei	30	2224,3422,3157,3156,4598,4597,2222,1717,6309,4047,6713,10654,50814,1595,6307							72-89-9,111-02-4,80-99-9,57-88-5,,150-97-0,73566-35-5,1492-08-6,13058-04-3,6699-20-3,358-72-5,434-16-2,79-63-0,9029-62-3,358-71-4	
Isoleucine, Leucine, and Valine biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP198	20081114113045	21097	J.Heckman, MaintBot	19						S000000888,S000004714,S000000515,S000004347,S000003777,S000003909,S000001251,S000005634,S000005048,S000002977,S000000523		72-19-5,2646-71-1,56-86-0,72-18-4,72-89-9,64885-97-8,53-84-9,61-90-5	
Delta-Notch Signaling Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP199	20081114113045	21099	A.Pandey, MaintBot	75	25496,29492,56761,406162,84010,311332,29146,29147,29192,81751,365872,300802,292788,289231,29650,57027,84027,29419,311567,54226,292732,25513,29741,24185,54281,117258,81526,,64186,170915,24842,170905,315119,311551,287280,155437,310405,303101,500695,360801,297893,362149,84577,363067,29577,25125,24514,309165,25493,155430,362533,25631,50554,24919,161452,499497,362356,294790,300084,171046,50689,116590,363237,25177,309626,313557,25671,316626,313173,25707,79225,24516,25313,24329,313050								
Valine Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP2	20081114112929	20673	M.Braymer, MaintBot	7						S000004714,S000000515,S000003777,S000003909,S000001251		2646-71-1,56-86-0	
Cytoplasmic Ribosomal Proteins	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP20	20081114112943	20717	Kdahlquist, MaintBot	61	44783,39338,44251,41347, ,34526,36855,33214,40687,37628,41028,31613,40060,31483,43349,43723,34329,38983,38794,31022,34754,43103,38397,35988,43573,43169,40654,32446,3355144,33629,31106,42761,39108,32700,37580,42464,36576,41200,34149,36321,36851,43768,39484,31700,43532,32953,39480,39088,42830,33487,37589,34420,42470,40451,33139,37235,3355124,38654,44059,34309,37292								
Complement Activation, Classical Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP200	20081114113045	21101	Nsalomonis, MaintBot	16	12260,12259,12262,50909,50908,13137,13136,12263,12268,12266,15139,12274,69379,12279,17174,109828								
Ptf1a related regulary pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP201	20090524021533	29652	Godevil, Thomas, MaintBot, AlexanderPico	14		ENSMUSG00000029644,ENSMUSG00000039191,ENSMUSG00000035187,ENSMUSG00000006932,ENSMUSG00000010175,ENSMUSG00000026923,ENSMUSG00000021732,ENSMUSG00000000708,ENSMUSG00000017007,ENSMUSG00000026735							
Hypertrophy Model	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP202	20081114113046	21105	A.C.Zambon, MaintBot	21	21417,17928,16175,13684,11910,15978,56405,18124,22388,16478,16177,16007,17700,13685,22339,16173,11487,15982,107765,15200								
